"Year","NOM_MUN","idunico","co_num","presence_strength","n.cell","n.weak","n.strong","war","peace","idunico_num","new_cartel_presence","intentional_hom","hom_ym","hom_all","MU_Type","policial","estatal","unico","population","population_male","population_female","population_over17","born_in_state","illiterate_over15","inschool_15to17","inschool_18to24","noschooling_over15","primaryincomplete_over15","yearsofschooling_average","single_over11","indigenousspeaker_over2","economicallyactive","economicallyinactive","employed","housing","homes","homes_malehead","homes_femalehead","ncand","elec_comp","elec_comp_perc","party.mayor","party.governor","party.pres","political_vulnerability","state_political_vulnerability","federal_political_vulnerability","mun_election_year","TT_PERSO","police_any_hom_worked","police_mun_hom_worked","police_state_hom_worked","police_fed_hom_worked","police_any_hom_killed","police_mun_hom_killed","police_state_hom_killed","police_fed_hom_killed","mu","log_pop","log_econin","state_federal_political_vulnerability"
2012,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,0,0,0,0,0,0,0,18175,8765,9410,10106,16740,2090,859,450,1873,1933,2120,6.25,5085,7689,4890,5505,3852,2996,856,5209,5,366,0.0453475405773758,"pri","pan-panal","pan",1,1,1,1,24,0,0,0,0,0,0,0,0,0,9.80780230240172,8.49494758246892,1
2013,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,0,0,1,0,0,0,0,18175,8765,9410,10106,16740,2090,859,450,1873,1933,2120,6.25,5085,7689,4890,5505,3852,2996,856,5209,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,24,0,0,0,0,0,0,0,0,0,9.80780230240172,8.49494758246892,0
2014,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,1,0,1,0,0,0,0,18175,8765,9410,10106,16740,2090,859,450,1873,1933,2120,6.25,5085,7689,4890,5505,3852,2996,856,5209,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,26,0,0,0,0,0,0,0,0,0,9.80780230240172,8.49494758246892,0
2015,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,0,0,0,0,0,0,0,18175,8765,9410,10106,16740,2090,859,450,1873,1933,2120,6.25,5085,7689,4890,5505,3852,2996,856,5209,4,152,0.0169965336016996,"pan","pan-panal","pri-pvem",0,0,1,1,26,0,0,0,0,0,0,0,0,0,9.80780230240172,8.49494758246892,0
2016,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,1,0,1,0,0,0,0,18175,8765,9410,10106,16740,2090,859,450,1873,1933,2120,6.25,5085,7689,4890,5505,3852,2996,856,5209,NA,NA,NA,"pri-pvem-pna","pan-panal","pri-pvem",0,1,0,0,26,0,0,0,0,0,0,0,0,0,9.80780230240172,8.49494758246892,0
2017,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,0,0,0,0,0,0,0,18175,8765,9410,10106,16740,2090,859,450,1873,1933,2120,6.25,5085,7689,4890,5505,3852,2996,856,5209,NA,NA,NA,"pri-pvem-pna","pan-panal","pri-pvem",0,1,0,0,26,0,0,0,0,0,0,0,0,0,9.80780230240172,8.49494758246892,0
2018,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,NA,NA,0,0,0,0,18175,8765,9410,10106,16740,2090,859,450,1873,1933,2120,6.25,5085,7689,4890,5505,3852,2996,856,5209,7,529,0.0551904016692749,"pri-pvem-pna","pan-panal","pri-pvem",0,1,0,1,25,0,0,0,0,0,0,0,0,0,9.80780230240172,8.49494758246892,0
2019,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,NA,NA,0,0,0,0,18175,8765,9410,10106,16740,2090,859,450,1873,1933,2120,6.25,5085,7689,4890,5505,3852,2996,856,5209,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,25,0,0,0,0,0,0,0,0,0,9.80780230240172,8.49494758246892,0
2020,"Tierra Blanca","11040",1,2,0,1,0,0,0,11040,1,NA,NA,NA,0,0,0,0,20007,10347,9660,12514,18101,1513,789,540,1459,1559,1385,7.97,8364,6698,8221,5415,4904,1534,3370,6623,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,30,0,0,0,0,0,0,0,0,0,9.90383749130042,9.01444713515213,0
2021,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,NA,NA,0,0,0,0,20007,10347,9660,12514,18101,1513,789,540,1459,1559,1385,7.97,8364,6698,8221,5415,4904,1534,3370,6623,6,1376,0.142546358644981,"pan","pan-prd-mc","morena-pt-pes",0,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,0,9.90383749130042,9.01444713515213,0
2000,"Uriangato","11041",0,0,0,0,0,0,0,11041,0,NA,2,9,0,0,0,0,52931,25077,27854,31282,46964,3667,952,616,3943,10347,6,13497,167,19281,18978,19033,11386,12180,9623,2557,4,2761,0.15212959391702,"pan","pan","pri",0,0,1,1,162,0,0,0,0,0,0,0,0,0,10.876744457551,9.8510356925337,0
2001,"Uriangato","11041",0,0,0,0,0,0,0,11041,0,NA,2,2,0,0,0,0,52931,25077,27854,31282,46964,3667,952,616,3943,10347,6,13497,167,19281,18978,19033,11386,12180,9623,2557,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,162,0,0,0,0,0,0,0,0,0,10.876744457551,9.8510356925337,0
2002,"Uriangato","11041",0,0,0,0,0,0,0,11041,0,NA,2,8,0,0,0,0,52931,25077,27854,31282,46964,3667,952,616,3943,10347,6,13497,167,19281,18978,19033,11386,12180,9623,2557,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,162,0,0,0,0,0,0,0,0,0,10.876744457551,9.8510356925337,0
2003,"Uriangato","11041",0,0,0,0,0,0,0,11041,0,NA,2,9,0,0,0,0,52931,25077,27854,31282,46964,3667,952,616,3943,10347,6,13497,167,19281,18978,19033,11386,12180,9623,2557,5,2231,0.130919546974943,"pan","pan","pan-pvem",0,0,0,1,162,0,0,0,0,0,0,0,0,0,10.876744457551,9.8510356925337,0
2004,"Uriangato","11041",0,0,0,0,0,0,0,11041,0,NA,3,5,0,0,0,0,52931,25077,27854,31282,46964,3667,952,616,3943,10347,6,13497,167,19281,18978,19033,11386,12180,9623,2557,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,162,0,0,0,0,0,0,0,0,0,10.876744457551,9.8510356925337,1
2005,"Uriangato","11041",0,0,0,0,0,0,0,11041,0,NA,0,2,0,0,0,0,52931,25077,27854,31282,46964,3667,952,616,3943,10347,6,13497,167,19281,18978,19033,11386,12180,9623,2557,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,162,0,0,0,0,0,0,0,0,0,10.876744457551,9.8510356925337,1
2006,"Uriangato","11041",0,0,0,0,0,0,0,11041,0,NA,2,5,0,0,0,0,52931,25077,27854,31282,46964,3667,952,616,3943,10347,6,13497,167,19281,18978,19033,11386,12180,9623,2557,5,921,0.0457140020846776,"pri","pan","pan-pvem",1,1,1,1,162,0,0,0,0,0,0,0,0,0,10.876744457551,9.8510356925337,1
2007,"Uriangato","11041",0,0,0,0,0,0,0,11041,0,NA,0,2,0,0,0,0,52931,25077,27854,31282,46964,3667,952,616,3943,10347,6,13497,167,19281,18978,19033,11386,12180,9623,2557,NA,NA,NA,"pvem","pan-panal","pan",1,1,1,0,162,0,0,0,0,0,0,0,0,0,10.876744457551,9.8510356925337,1
2008,"Uriangato","11041",1,2,0,1,0,0,0,11041,1,NA,2,10,0,0,0,0,52931,25077,27854,31282,46964,3667,952,616,3943,10347,6,13497,167,19281,18978,19033,11386,12180,9623,2557,NA,NA,NA,"pvem","pan-panal","pan",1,1,1,0,162,0,0,0,0,0,0,0,0,0,10.876744457551,9.8510356925337,1
2009,"Uriangato","11041",1,2,0,1,0,0,0,11041,0,NA,5,6,0,0,0,0,52931,25077,27854,31282,46964,3667,952,616,3943,10347,6,13497,167,19281,18978,19033,11386,12180,9623,2557,5,723,0.0338657548362921,"pvem","pan-panal","pan",1,1,1,1,162,0,0,0,0,1,1,0,0,0,10.876744457551,9.8510356925337,1
2010,"Uriangato","11041",2,2,0,2,0,1,0,11041,1,NA,7,8,0,0,0,0,59305,28331,30974,38688,51855,133,1810,1351,3234,3536,9001,6.8,25084,20131,23848,14705,14650,11157,3493,20499,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,162,0,0,0,0,0,0,0,0,0,10.9904488984634,10.0794556353579,1
2011,"Uriangato","11041",2,2,1,1,0,1,0,11041,1,10,3,9,0,0,0,0,59305,28331,30974,38688,51855,133,1810,1351,3234,3536,9001,6.8,25084,20131,23848,14705,14650,11157,3493,20499,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,162,0,0,0,0,0,0,0,0,0,10.9904488984634,10.0794556353579,1
2012,"Uriangato","11041",3,2,1,2,0,1,0,11041,1,12,4,9,0,0,0,0,59305,28331,30974,38688,51855,133,1810,1351,3234,3536,9001,6.8,25084,20131,23848,14705,14650,11157,3493,20499,5,169,0.00704695188057708,"pri","pan-panal","pan",1,1,1,1,167,0,0,0,0,0,0,0,0,0,10.9904488984634,10.0794556353579,1
2013,"Uriangato","11041",3,2,1,2,0,1,0,11041,0,7,4,9,0,0,0,0,59305,28331,30974,38688,51855,133,1810,1351,3234,3536,9001,6.8,25084,20131,23848,14705,14650,11157,3493,20499,NA,NA,NA,"pan-pna","pan-panal","pri-pvem",0,0,1,0,167,0,0,0,0,0,0,0,0,0,10.9904488984634,10.0794556353579,0
2014,"Uriangato","11041",2,2,0,2,0,1,0,11041,1,15,12,20,0,0,0,0,59305,28331,30974,38688,51855,133,1810,1351,3234,3536,9001,6.8,25084,20131,23848,14705,14650,11157,3493,20499,NA,NA,NA,"pan-pna","pan-panal","pri-pvem",0,0,1,0,163,0,0,0,0,0,0,0,0,0,10.9904488984634,10.0794556353579,0
2015,"Uriangato","11041",1,1,1,0,0,0,0,11041,1,18,10,20,1,1,0,0,59305,28331,30974,38688,51855,133,1810,1351,3234,3536,9001,6.8,25084,20131,23848,14705,14650,11157,3493,20499,6,393,0.0156274852871004,"pan-pna","pan-panal","pri-pvem",0,0,1,1,163,0,0,0,0,0,0,0,0,1,10.9904488984634,10.0794556353579,0
2016,"Uriangato","11041",1,2,0,1,0,0,0,11041,1,5,2,11,1,1,0,0,59305,28331,30974,38688,51855,133,1810,1351,3234,3536,9001,6.8,25084,20131,23848,14705,14650,11157,3493,20499,NA,NA,NA,"pvem","pan-panal","pri-pvem",0,1,0,0,169,0,0,0,0,0,0,0,0,1,10.9904488984634,10.0794556353579,0
2017,"Uriangato","11041",1,2,0,1,0,0,0,11041,0,8,19,30,1,1,0,0,59305,28331,30974,38688,51855,133,1810,1351,3234,3536,9001,6.8,25084,20131,23848,14705,14650,11157,3493,20499,NA,NA,NA,"pvem","pan-panal","pri-pvem",0,1,0,0,169,0,0,0,0,0,0,0,0,1,10.9904488984634,10.0794556353579,0
2018,"Uriangato","11041",1,2,0,1,0,0,0,11041,0,NA,NA,NA,1,1,0,0,59305,28331,30974,38688,51855,133,1810,1351,3234,3536,9001,6.8,25084,20131,23848,14705,14650,11157,3493,20499,8,1628,0.0624448621073223,"pvem","pan-panal","pri-pvem",0,1,0,1,139,1,1,0,0,1,1,0,0,1,10.9904488984634,10.0794556353579,0
2019,"Uriangato","11041",1,2,0,1,0,0,0,11041,0,NA,NA,NA,1,1,0,0,59305,28331,30974,38688,51855,133,1810,1351,3234,3536,9001,6.8,25084,20131,23848,14705,14650,11157,3493,20499,NA,NA,NA,"pri","pan-prd-mc","morena-pt-pes",1,1,1,0,139,0,0,0,0,0,0,0,0,1,10.9904488984634,10.0794556353579,1
2020,"Uriangato","11041",3,3,1,1,1,1,1,11041,1,NA,NA,NA,1,1,0,0,61494,31862,29632,44660,56105,98,2114,2373,2741,3192,6661,8.01,33124,17370,32669,16177,17350,6415,10935,22919,NA,NA,NA,"pri","pan-prd-mc","morena-pt-pes",1,1,1,0,162,1,1,0,0,1,1,0,0,1,11.0266948880596,10.3941818950051,1
2021,"Uriangato","11041",3,3,1,1,1,1,1,11041,1,NA,NA,NA,1,1,0,0,61494,31862,29632,44660,56105,98,2114,2373,2741,3192,6661,8.01,33124,17370,32669,16177,17350,6415,10935,22919,7,3459,0.152701748190005,"pri","pan-prd-mc","morena-pt-pes",1,1,1,1,162,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0266948880596,10.3941818950051,1
2000,"Valle de Santiago","11042",0,0,0,0,0,0,0,11042,0,NA,2,7,0,0,0,0,130821,61186,69635,74112,125386,11451,3164,1847,13017,22250,5,34533,144,34260,58326,33517,26310,28085,22423,5662,6,2563,0.0559533685543379,"prd","pan","pri",1,1,1,1,252,0,0,0,0,0,0,0,0,0,11.7815852555771,10.9738032420491,1
2001,"Valle de Santiago","11042",0,0,0,0,0,0,0,11042,0,NA,3,5,0,0,0,0,130821,61186,69635,74112,125386,11451,3164,1847,13017,22250,5,34533,144,34260,58326,33517,26310,28085,22423,5662,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,252,0,0,0,0,0,0,0,0,0,11.7815852555771,10.9738032420491,0
2002,"Valle de Santiago","11042",0,0,0,0,0,0,0,11042,0,NA,2,6,0,0,0,0,130821,61186,69635,74112,125386,11451,3164,1847,13017,22250,5,34533,144,34260,58326,33517,26310,28085,22423,5662,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,252,0,0,0,0,0,0,0,0,0,11.7815852555771,10.9738032420491,0
2003,"Valle de Santiago","11042",0,0,0,0,0,0,0,11042,0,NA,2,8,0,0,0,0,130821,61186,69635,74112,125386,11451,3164,1847,13017,22250,5,34533,144,34260,58326,33517,26310,28085,22423,5662,9,12494,0.310032507010099,"pan","pan","pan-pvem",0,0,0,1,252,0,0,0,0,0,0,0,0,0,11.7815852555771,10.9738032420491,0
2004,"Valle de Santiago","11042",0,0,0,0,0,0,0,11042,0,NA,1,2,0,0,0,0,130821,61186,69635,74112,125386,11451,3164,1847,13017,22250,5,34533,144,34260,58326,33517,26310,28085,22423,5662,NA,NA,NA,"prd","pan","pan-pvem",1,1,1,0,252,0,0,0,0,0,0,0,0,0,11.7815852555771,10.9738032420491,1
2005,"Valle de Santiago","11042",0,0,0,0,0,0,0,11042,0,NA,4,8,0,0,0,0,130821,61186,69635,74112,125386,11451,3164,1847,13017,22250,5,34533,144,34260,58326,33517,26310,28085,22423,5662,NA,NA,NA,"prd","pan","pan-pvem",1,1,1,0,252,0,0,0,0,0,0,0,0,0,11.7815852555771,10.9738032420491,1
2006,"Valle de Santiago","11042",0,0,0,0,0,0,0,11042,0,NA,3,4,0,0,0,0,130821,61186,69635,74112,125386,11451,3164,1847,13017,22250,5,34533,144,34260,58326,33517,26310,28085,22423,5662,6,3277,0.0699615713065755,"prd","pan","pan-pvem",1,1,1,1,252,0,0,0,0,0,0,0,0,0,11.7815852555771,10.9738032420491,1
2007,"Valle de Santiago","11042",0,0,0,0,0,0,0,11042,0,NA,2,3,0,0,0,0,130821,61186,69635,74112,125386,11451,3164,1847,13017,22250,5,34533,144,34260,58326,33517,26310,28085,22423,5662,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,252,0,0,0,0,0,0,0,0,0,11.7815852555771,10.9738032420491,0
2008,"Valle de Santiago","11042",1,2,0,1,0,0,0,11042,1,NA,2,5,0,0,0,0,130821,61186,69635,74112,125386,11451,3164,1847,13017,22250,5,34533,144,34260,58326,33517,26310,28085,22423,5662,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,252,0,0,0,0,0,0,0,0,0,11.7815852555771,10.9738032420491,0
2009,"Valle de Santiago","11042",2,2,0,2,0,1,0,11042,1,NA,5,12,0,0,0,0,130821,61186,69635,74112,125386,11451,3164,1847,13017,22250,5,34533,144,34260,58326,33517,26310,28085,22423,5662,7,4873,0.0976396569688227,"pan","pan-panal","pan",0,0,0,1,252,0,0,0,0,0,0,0,0,0,11.7815852555771,10.9738032420491,0
2010,"Valle de Santiago","11042",2,2,0,2,0,1,0,11042,0,NA,6,12,0,0,0,0,141058,66846,74212,90311,134039,253,4760,2760,10128,10814,20561,6.73,50330,56295,47287,35193,32912,24917,7995,42243,NA,NA,NA,"prd","pan-panal","pan",1,1,1,0,252,0,0,0,0,0,0,0,0,0,11.8569264322978,10.7639906952666,1
2011,"Valle de Santiago","11042",3,2,1,2,0,1,0,11042,1,9,4,11,0,0,0,0,141058,66846,74212,90311,134039,253,4760,2760,10128,10814,20561,6.73,50330,56295,47287,35193,32912,24917,7995,42243,NA,NA,NA,"prd","pan-panal","pan",1,1,1,0,252,0,0,0,0,0,0,0,0,0,11.8569264322978,10.7639906952666,1
2012,"Valle de Santiago","11042",2,2,0,2,0,1,0,11042,1,11,5,12,0,0,0,0,141058,66846,74212,90311,134039,253,4760,2760,10128,10814,20561,6.73,50330,56295,47287,35193,32912,24917,7995,42243,6,1370,0.025180583380815,"prd","pan-panal","pan",1,1,1,1,240,0,0,0,0,0,0,0,0,0,11.8569264322978,10.7639906952666,1
2013,"Valle de Santiago","11042",2,2,0,2,0,1,0,11042,0,10,9,12,0,0,0,0,141058,66846,74212,90311,134039,253,4760,2760,10128,10814,20561,6.73,50330,56295,47287,35193,32912,24917,7995,42243,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,240,0,0,0,0,0,0,0,0,0,11.8569264322978,10.7639906952666,0
2014,"Valle de Santiago","11042",2,2,0,2,0,1,0,11042,0,15,5,14,0,0,0,0,141058,66846,74212,90311,134039,253,4760,2760,10128,10814,20561,6.73,50330,56295,47287,35193,32912,24917,7995,42243,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,183,0,0,0,0,0,0,0,0,0,11.8569264322978,10.7639906952666,0
2015,"Valle de Santiago","11042",1,1,1,0,0,0,0,11042,1,15,5,14,0,0,0,0,141058,66846,74212,90311,134039,253,4760,2760,10128,10814,20561,6.73,50330,56295,47287,35193,32912,24917,7995,42243,7,10106,0.208229452125358,"pan","pan-panal","pri-pvem",0,0,1,1,183,0,0,0,0,0,0,0,0,0,11.8569264322978,10.7639906952666,0
2016,"Valle de Santiago","11042",1,1,1,0,0,0,0,11042,0,14,7,17,1,1,0,0,141058,66846,74212,90311,134039,253,4760,2760,10128,10814,20561,6.73,50330,56295,47287,35193,32912,24917,7995,42243,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,180,0,0,0,0,0,0,0,0,1,11.8569264322978,10.7639906952666,0
2017,"Valle de Santiago","11042",1,2,0,1,0,0,0,11042,1,19,17,53,1,1,0,0,141058,66846,74212,90311,134039,253,4760,2760,10128,10814,20561,6.73,50330,56295,47287,35193,32912,24917,7995,42243,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,180,1,1,0,0,1,1,0,0,1,11.8569264322978,10.7639906952666,0
2018,"Valle de Santiago","11042",2,2,0,2,0,1,0,11042,1,NA,NA,NA,1,1,0,0,141058,66846,74212,90311,134039,253,4760,2760,10128,10814,20561,6.73,50330,56295,47287,35193,32912,24917,7995,42243,8,2574,0.0497391304347826,"pan","pan-panal","pri-pvem",0,0,1,1,133,3,3,0,0,4,4,0,0,1,11.8569264322978,10.7639906952666,0
2019,"Valle de Santiago","11042",2,2,0,2,0,1,0,11042,0,NA,NA,NA,1,1,0,0,141058,66846,74212,90311,134039,253,4760,2760,10128,10814,20561,6.73,50330,56295,47287,35193,32912,24917,7995,42243,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,133,3,0,3,0,4,0,4,0,1,11.8569264322978,10.7639906952666,0
2020,"Valle de Santiago","11042",2,2,0,2,0,1,0,11042,0,NA,NA,NA,1,1,0,0,150054,77750,72304,103620,144047,107,4674,3822,7832,8543,14361,7.99,67924,51082,66556,37140,37795,12582,25213,49543,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,237,3,1,2,0,3,2,1,0,1,11.9187505082939,11.1057989775354,0
2021,"Valle de Santiago","11042",1,3,0,0,1,0,0,11042,1,NA,NA,NA,1,1,0,0,150054,77750,72304,103620,144047,107,4674,3822,7832,8543,14361,7.99,67924,51082,66556,37140,37795,12582,25213,49543,10,1563,0.0375919957669922,"pan","pan-prd-mc","morena-pt-pes",0,0,1,1,237,NA,NA,NA,NA,NA,NA,NA,NA,1,11.9187505082939,11.1057989775354,0
2000,"Villagrán","11044",0,0,0,0,0,0,0,11044,0,NA,1,1,0,0,0,0,45941,21894,24047,25970,42663,3421,1492,806,3759,5806,6,11451,138,13727,18320,13612,8860,9771,7880,1891,4,4379,0.273995745213365,"prd","pan","pri",1,1,1,1,99,0,0,0,0,0,0,0,0,0,10.735113243529,9.81574863822812,1
2001,"Villagrán","11044",0,0,0,0,0,0,0,11044,0,NA,1,3,0,0,0,0,45941,21894,24047,25970,42663,3421,1492,806,3759,5806,6,11451,138,13727,18320,13612,8860,9771,7880,1891,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,99,0,0,0,0,0,0,0,0,0,10.735113243529,9.81574863822812,0
2002,"Villagrán","11044",0,0,0,0,0,0,0,11044,0,NA,0,0,0,0,0,0,45941,21894,24047,25970,42663,3421,1492,806,3759,5806,6,11451,138,13727,18320,13612,8860,9771,7880,1891,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,99,0,0,0,0,0,0,0,0,0,10.735113243529,9.81574863822812,0
2003,"Villagrán","11044",0,0,0,0,0,0,0,11044,0,NA,0,0,0,0,0,0,45941,21894,24047,25970,42663,3421,1492,806,3759,5806,6,11451,138,13727,18320,13612,8860,9771,7880,1891,8,482,0.0293026931728372,"pan","pan","pan-pvem",0,0,0,1,99,0,0,0,0,0,0,0,0,0,10.735113243529,9.81574863822812,0
2004,"Villagrán","11044",0,0,0,0,0,0,0,11044,0,NA,2,2,0,0,0,0,45941,21894,24047,25970,42663,3421,1492,806,3759,5806,6,11451,138,13727,18320,13612,8860,9771,7880,1891,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,99,0,0,0,0,0,0,0,0,0,10.735113243529,9.81574863822812,1
2005,"Villagrán","11044",0,0,0,0,0,0,0,11044,0,NA,0,2,0,0,0,0,45941,21894,24047,25970,42663,3421,1492,806,3759,5806,6,11451,138,13727,18320,13612,8860,9771,7880,1891,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,99,0,0,0,0,0,0,0,0,0,10.735113243529,9.81574863822812,1
2006,"Villagrán","11044",0,0,0,0,0,0,0,11044,0,NA,0,0,0,0,0,0,45941,21894,24047,25970,42663,3421,1492,806,3759,5806,6,11451,138,13727,18320,13612,8860,9771,7880,1891,5,5209,0.261259905707694,"pri","pan","pan-pvem",1,1,1,1,99,0,0,0,0,0,0,0,0,0,10.735113243529,9.81574863822812,1
2007,"Villagrán","11044",0,0,0,0,0,0,0,11044,0,NA,3,5,0,0,0,0,45941,21894,24047,25970,42663,3421,1492,806,3759,5806,6,11451,138,13727,18320,13612,8860,9771,7880,1891,NA,NA,NA,"pan-pna","pan-panal","pan",0,0,0,0,99,0,0,0,0,0,0,0,0,0,10.735113243529,9.81574863822812,0
2008,"Villagrán","11044",1,2,0,1,0,0,0,11044,1,NA,1,4,0,0,0,0,45941,21894,24047,25970,42663,3421,1492,806,3759,5806,6,11451,138,13727,18320,13612,8860,9771,7880,1891,NA,NA,NA,"pan-pna","pan-panal","pan",0,0,0,0,99,1,1,0,0,2,2,0,0,0,10.735113243529,9.81574863822812,0
2009,"Villagrán","11044",2,2,0,2,0,1,0,11044,1,NA,1,3,0,0,0,0,45941,21894,24047,25970,42663,3421,1492,806,3759,5806,6,11451,138,13727,18320,13612,8860,9771,7880,1891,8,177,0.00855692530819435,"pan-pna","pan-panal","pan",0,0,0,1,99,1,1,0,0,1,1,0,0,0,10.735113243529,9.81574863822812,0
2010,"Villagrán","11044",2,2,0,2,0,1,0,11044,1,NA,0,1,0,0,0,0,55782,26905,28877,34404,51726,137,2342,1455,2976,3520,4753,7.73,19676,21499,18447,13524,12404,9826,2578,14891,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,99,0,0,0,0,0,0,0,0,0,10.9292065156839,9.82265703462158,1
2011,"Villagrán","11044",3,2,1,2,0,1,0,11044,1,5,1,4,0,0,0,0,55782,26905,28877,34404,51726,137,2342,1455,2976,3520,4753,7.73,19676,21499,18447,13524,12404,9826,2578,14891,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,99,0,0,0,0,0,0,0,0,0,10.9292065156839,9.82265703462158,1
2012,"Villagrán","11044",2,2,0,2,0,1,0,11044,1,13,1,7,0,0,0,0,55782,26905,28877,34404,51726,137,2342,1455,2976,3520,4753,7.73,19676,21499,18447,13524,12404,9826,2578,14891,7,749,0.0309389070180511,"pri","pan-panal","pan",1,1,1,1,108,0,0,0,0,0,0,0,0,0,10.9292065156839,9.82265703462158,1
2013,"Villagrán","11044",2,2,0,2,0,1,0,11044,1,8,7,7,0,0,0,0,55782,26905,28877,34404,51726,137,2342,1455,2976,3520,4753,7.73,19676,21499,18447,13524,12404,9826,2578,14891,NA,NA,NA,"pvem","pan-panal","pri-pvem",0,1,0,0,108,0,0,0,0,0,0,0,0,0,10.9292065156839,9.82265703462158,0
2014,"Villagrán","11044",1,3,0,0,1,0,0,11044,1,13,2,10,0,0,0,0,55782,26905,28877,34404,51726,137,2342,1455,2976,3520,4753,7.73,19676,21499,18447,13524,12404,9826,2578,14891,NA,NA,NA,"pvem","pan-panal","pri-pvem",0,1,0,0,96,0,0,0,0,0,0,0,0,0,10.9292065156839,9.82265703462158,0
2015,"Villagrán","11044",1,3,0,0,1,0,0,11044,0,26,15,27,0,0,0,0,55782,26905,28877,34404,51726,137,2342,1455,2976,3520,4753,7.73,19676,21499,18447,13524,12404,9826,2578,14891,9,2404,0.102245661789724,"pvem","pan-panal","pri-pvem",0,1,0,1,96,0,0,0,0,0,0,0,0,0,10.9292065156839,9.82265703462158,0
2016,"Villagrán","11044",1,3,0,0,1,0,0,11044,0,16,6,16,1,1,0,0,55782,26905,28877,34404,51726,137,2342,1455,2976,3520,4753,7.73,19676,21499,18447,13524,12404,9826,2578,14891,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,94,0,0,0,0,0,0,0,0,1,10.9292065156839,9.82265703462158,0
2017,"Villagrán","11044",1,3,0,0,1,0,0,11044,0,9,7,20,1,1,0,0,55782,26905,28877,34404,51726,137,2342,1455,2976,3520,4753,7.73,19676,21499,18447,13524,12404,9826,2578,14891,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,94,0,0,0,0,0,0,0,0,1,10.9292065156839,9.82265703462158,0
2018,"Villagrán","11044",1,3,0,0,1,0,0,11044,0,NA,NA,NA,1,1,0,0,55782,26905,28877,34404,51726,137,2342,1455,2976,3520,4753,7.73,19676,21499,18447,13524,12404,9826,2578,14891,8,4497,0.168345000561524,"pan","pan-panal","pri-pvem",0,0,1,1,81,0,0,0,0,3,1,2,0,1,10.9292065156839,9.82265703462158,0
2019,"Villagrán","11044",1,3,0,0,1,0,0,11044,1,NA,NA,NA,1,1,0,0,55782,26905,28877,34404,51726,137,2342,1455,2976,3520,4753,7.73,19676,21499,18447,13524,12404,9826,2578,14891,NA,NA,NA,"pna","pan-prd-mc","morena-pt-pes",1,1,1,0,81,9,9,0,0,10,10,0,0,1,10.9292065156839,9.82265703462158,1
2020,"Villagrán","11044",1,3,0,0,1,0,0,11044,0,NA,NA,NA,1,1,0,0,65791,33804,31987,44088,60391,164,2564,2363,2413,2848,3408,8.94,29425,21785,28716,15979,16398,5403,10995,22120,NA,NA,NA,"pna","pan-prd-mc","morena-pt-pes",1,1,1,0,118,1,0,1,0,1,0,1,0,1,11.0942383298429,10.2652097376964,1
